title,description,regular_cost_ex_gst,regular_cost_plus_gst,markdown_cost_ex_gst,markdown_cost_plus_gst,markdown_percent,stock_availability,product_page_url,primary_image_url,additional_image_urls,source_table_page,checked_at_utc,scrape_status
Tweezers Curved 25cm,"Excellent for plant placement, general aquascaping and tank maintenance. Better for intricate positioning.",7.58,8.34,5.83,6.41,23.09,,https://daluawholesale.com.au/product/tweezer-curved-25cm/,https://daluawholesale.com.au/wp-content/uploads/2024/04/curved-tweezer.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.940265+00:00,ok
Tweezers Straight 25cm,Excelletn for plant placement and general aquascaping and tank maintenance.,7.58,8.34,5.83,6.41,23.09,,https://daluawholesale.com.au/product/tweezer-straight-25cm/,https://daluawholesale.com.au/wp-content/uploads/2024/04/straight-tweezer.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.940370+00:00,ok
Travel Tank All In One 16L (Black),"15L fully loaded frag tank for travel, shows or desktops. Comes with a 450lph pump and media basket. 30cm x 30cm x 15cm",319.50,351.45,299.00,328.90,6.42,,https://daluawholesale.com.au/product/travel-tank-all-in-one-15l-black/,https://daluawholesale.com.au/wp-content/uploads/2024/03/thumbnail-lagoon.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.940478+00:00,ok
Micro Peninsula 4L (Black),"Peninsula style, 4L fully loaded aquarium with pump and led lights. Black Colour. – 20cm x 15cm x 15cm",282.00,310.20,235.00,258.50,16.67,,https://daluawholesale.com.au/product/micro-tank-all-in-one-1-2l-black/,https://daluawholesale.com.au/wp-content/uploads/2024/03/small-in-one.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.940595+00:00,ok
Micro Tank 1.2L Freshwater (Black),"1.2L fully loaded aquarium with sump, pump, led lights and carbon. Black Colour",282.00,310.20,235.00,258.50,16.67,,https://daluawholesale.com.au/product/micro-tank-1-2l-freshwater-black/,https://daluawholesale.com.au/wp-content/uploads/2024/03/micro-black.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.940730+00:00,ok
Micro Tank 1.2L Marine (White),"1.2L fully loaded aquarium with sump, pump, led lights and carbon. White Colour",282.00,310.20,235.00,258.50,16.67,,https://daluawholesale.com.au/product/micro-tank-1-2l-marine-white/,https://daluawholesale.com.au/wp-content/uploads/2024/03/micro-white-1.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.940841+00:00,ok
Inline CO2 Diffuser (12/16mm),Connects to all 12/16mm filter output hoses for CO2 distribution into planted aquariums.,28.90,31.79,22.23,24.45,23.08,,https://daluawholesale.com.au/product/inline-co2-diffuser-12-16mm/,https://daluawholesale.com.au/wp-content/uploads/2024/03/diffuser.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.940943+00:00,ok
Inline CO2 Diffuser (16/22mm),Connects to all 16/22mm filter output hoses for CO2 distribution into planted aquariums.,31.59,34.75,24.30,26.73,23.08,,https://daluawholesale.com.au/product/inline-co2-diffuser-16-22mm/,https://daluawholesale.com.au/wp-content/uploads/2024/03/diffuser.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.941047+00:00,ok
Air Filter Large (100L),"Double filter pad, double chamber, air driven mobile aquarium filter. For small aquariums up to 100L",16.85,18.54,12.96,14.26,23.09,,https://daluawholesale.com.au/product/air-filter-large-100l/,https://daluawholesale.com.au/wp-content/uploads/2024/03/fish-shrimp-filter-up-close.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.941149+00:00,ok
Air Filter Small (50L),"Double filter pad, double chamber, air driven mobile aquarium filter. For small aquariums up to 50L",16.85,18.54,9.97,10.97,40.83,,https://daluawholesale.com.au/product/air-filter-small-50l/,https://daluawholesale.com.au/wp-content/uploads/2024/03/fish-shrimp-filter-up-close.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.941382+00:00,ok
Quick Release (16/22mm),Quick release and flow valve for hose 16/22mm.,23.56,25.92,18.12,19.93,23.09,,https://daluawholesale.com.au/product/quick-release-16-22mm/,https://daluawholesale.com.au/wp-content/uploads/2024/03/quick-release-1.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.941499+00:00,ok
Quick Release (12/16mm),Quick release and flow valve for hose 12/16mm.,23.56,25.92,18.12,19.93,23.09,,https://daluawholesale.com.au/product/quick-release-12-16mm/,https://daluawholesale.com.au/wp-content/uploads/2024/03/quick-release-1.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.941609+00:00,ok
Siphone + Water Change Kit (60cm Hose),"Includes siphon, hose, tank safety clamp, fish guards and automatic siphon starter. Up to 100cm length",25.61,28.17,19.70,21.67,23.08,,https://daluawholesale.com.au/product/siphone-water-change-kit-large/,https://daluawholesale.com.au/wp-content/uploads/2024/03/water-change-thumbnail.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.941763+00:00,ok
Siphone + Water Change Kit (50cm Hose),"Includes siphon, hose, tank safety clamp, fish guards and automatic siphon starter. Up to 60cm length",23.99,26.39,18.45,20.30,23.09,,https://daluawholesale.com.au/product/siphone-water-change-kit-small/,https://daluawholesale.com.au/wp-content/uploads/2024/03/water-change-thumbnail.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.941878+00:00,ok
Rotatable Brush,Rotatable rigid brush head. Extendable up to 60cm in length.,17.06,18.77,13.12,14.43,23.09,,https://daluawholesale.com.au/product/rotatable-brush/,https://daluawholesale.com.au/wp-content/uploads/2024/03/brush-complete.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.941989+00:00,ok
Algae Scraper,Algae scraper that’s has multiple sizes up to 60cm in length and 10 free extra blades included,17.67,19.44,13.59,14.95,23.09,,https://daluawholesale.com.au/product/algae-scraper/,https://daluawholesale.com.au/wp-content/uploads/2024/03/scraper-complete.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.942102+00:00,ok
VCA TWEEZERS ORANGE XL 45cm,"Colourful, reef safe and super cool tweezers. 46cm Sunset Orange",49.35,54.29,39.48,43.43,20.00,,https://daluawholesale.com.au/product/vca-aquarium-tweezers-sunset-orange-xxl-18/,https://daluawholesale.com.au/wp-content/uploads/2022/01/tweezers-orange.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.942207+00:00,ok
VCA TWEEZERS YELLOW XL 45cm,"Colourful, reef safe and super cool tweezers. 46cm UV Yellow.",49.35,54.29,39.48,43.43,20.00,,https://daluawholesale.com.au/product/vca-aquarium-tweezers-uv-yellow-xxl-18/,https://daluawholesale.com.au/wp-content/uploads/2022/01/tweezers-yellow.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.942311+00:00,ok
"Great White Return Pump  1,500 lph",There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,113.85,125.24,99.00,108.90,13.04,,https://daluawholesale.com.au/product/great-white-return-pump-1500-lph/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwpump1_800x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.942417+00:00,ok
PARTY PALLET NATURAL PRODUCTS,"A pallet with the perfect mix of all new DALUA FRESWATER natural products. Available certain times per year, ask us to tailor a package.",2230.00,2453.00,1759.67,1935.64,21.09,,https://daluawholesale.com.au/product/party-pallet-natural-products/,https://daluawholesale.com.au/wp-content/uploads/2024/01/palletization-for-export-goods-services-500x500-1.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.942527+00:00,ok
Coralwood X-Large piece,Boxed and available per piece. Unique pieces fully barcoded and labelled,27.92,30.71,22.33,24.56,20.02,,https://daluawholesale.com.au/product/coralwood-x-large-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-56.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.942651+00:00,ok
Coralwood Large piece,Boxed and available per piece. Unique pieces fully barcoded and labelled,16.44,18.08,13.15,14.47,20.01,,https://daluawholesale.com.au/product/coralwood-large-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-56.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.942767+00:00,ok
Coralwood Medium piece,Boxed and available per piece. Unique pieces fully barcoded and labelled,11.36,12.50,9.09,10.00,19.98,,https://daluawholesale.com.au/product/coralwood-medium-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-56.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.942872+00:00,ok
Coralwood Small piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,9.83,10.81,7.87,8.66,19.94,,https://daluawholesale.com.au/product/coralwood-small-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-56.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.942979+00:00,ok
Dragonwood Small piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,6.36,7.00,5.09,5.60,19.97,,https://daluawholesale.com.au/product/dragonwood-small-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.943080+00:00,ok
Dragonwood Medium per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,8.48,9.33,6.79,7.47,19.93,,https://daluawholesale.com.au/product/dragonwood-medium-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.943184+00:00,ok
Dragonwood Large per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,14.90,16.39,11.92,13.11,20.00,,https://daluawholesale.com.au/product/dragonwood-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.943419+00:00,ok
Dragonwood X-Large per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled,31.12,34.23,23.94,26.33,23.07,,https://daluawholesale.com.au/product/dragonwood-x-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.943531+00:00,ok
Tiger Forest Wood X-Large per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,51.50,56.65,39.64,43.60,23.03,,https://daluawholesale.com.au/product/tiger-forest-x-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-47.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.943654+00:00,ok
Tiger Forest Wood Large per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,25.30,27.83,19.46,21.41,23.08,,https://daluawholesale.com.au/product/tiger-forest-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-47.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.943766+00:00,ok
Tiger Forest Wood Medium per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,12.96,14.26,9.97,10.97,23.07,,https://daluawholesale.com.au/product/tiger-forest-medium-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-47.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.943869+00:00,ok
Tiger Forest Wood Small per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,6.73,7.40,5.38,5.92,20.06,,https://daluawholesale.com.au/product/tiger-forest-small-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-47.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.943971+00:00,ok
Tiger Forest Wood X-Small per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,4.31,4.74,3.45,3.80,19.95,,https://daluawholesale.com.au/product/tiger-forest-x-small-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-47.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.944071+00:00,ok
Gold Forest Wood X-Small per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,4.31,4.74,3.45,3.80,19.95,,https://daluawholesale.com.au/product/gold-forest-x-small-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-52.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.944170+00:00,ok
Gold Forest Wood Small per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,6.73,7.40,5.38,5.92,20.06,,https://daluawholesale.com.au/product/gold-forest-small-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-52.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.944270+00:00,ok
Gold Forest Wood Medium per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,12.96,14.26,9.97,10.97,23.07,,https://daluawholesale.com.au/product/gold-forest-medium-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-52.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.944369+00:00,ok
Gold Forest Wood Large per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,25.30,27.83,19.46,21.41,23.08,,https://daluawholesale.com.au/product/gold-forest-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-52.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.944471+00:00,ok
Gold Forest Wood X-Large per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,51.53,56.68,39.64,43.60,23.07,,https://daluawholesale.com.au/product/gold-forest-x-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-52.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.944574+00:00,ok
Haunted Wood X-Large per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,51.53,56.68,39.64,43.60,23.07,,https://daluawholesale.com.au/product/haunted-wood-x-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-31.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.944698+00:00,ok
Haunted Wood Large per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled,25.36,27.90,19.46,21.41,23.26,,https://daluawholesale.com.au/product/haunted-wood-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-31.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.944804+00:00,ok
Haunted Wood Medium per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,12.96,14.26,9.97,10.97,23.07,,https://daluawholesale.com.au/product/haunted-wood-medium-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-31.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.944906+00:00,ok
Haunted Wood Small per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,6.73,7.40,5.38,5.92,20.06,,https://daluawholesale.com.au/product/haunted-wood-x-small-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-31.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.945006+00:00,ok
Haunted Wood X-Small per piece,Boxed and available per piece. Unique pieces fully barcoded and labelled.,4.31,4.74,3.45,3.80,19.95,,https://daluawholesale.com.au/product/haunted-wood-small-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-31.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.945106+00:00,ok
Jurassic Rock per kg,Boxed and available per kilo. Precision cut for a perfectly flat one sided base.,4.07,4.48,3.13,3.44,23.10,,https://daluawholesale.com.au/product/jurassic-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-28.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.945331+00:00,ok
Mordor Rock per kg,Boxed and available per kilo. Similar to WIO Elderly one of our most popular rocks.,4.07,4.48,3.13,3.44,23.10,,https://daluawholesale.com.au/product/mordor-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/mordor-stone-.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.945446+00:00,ok
Galaxy Stone per kg,Boxed and available per kilo. Precision cut for a perfectly flat one sided base.,4.07,4.48,3.13,3.44,23.10,,https://daluawholesale.com.au/product/galaxy-stone-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-27.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.945557+00:00,ok
Holey Rock per kg,Boxed and available per kilo. Precision cut for a perfectly flat one sided base.,4.07,4.48,3.13,3.44,23.10,,https://daluawholesale.com.au/product/holey-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-25.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.945689+00:00,ok
Lava Rock per kg,Boxed and available per kilo. Our most sold rock! Cheap and very common.,2.82,3.10,2.17,2.39,23.05,,https://daluawholesale.com.au/product/lava-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/lava-stone-.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.945815+00:00,ok
Lizard Rock per kg,Boxed and available per kilo. Precision cut for a perfectly flat one sided base.,4.07,4.48,3.13,3.44,23.10,,https://daluawholesale.com.au/product/lizard-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-24.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.945922+00:00,ok
Moon Rock per kg,Boxed and available per kilo. Precision cut for a perfectly flat one sided base.,4.07,4.48,3.13,3.44,23.10,,https://daluawholesale.com.au/product/moon-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-26.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.946027+00:00,ok
PIXEL NANO MOUNT,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,40.29,44.32,34.25,37.68,14.99,,https://daluawholesale.com.au/product/pixel-nano-mount/,https://daluawholesale.com.au/wp-content/uploads/2023/09/pixel-nano-arm.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.946132+00:00,ok
Pixel Refugium,"Illumagic PiXel REFUGIUM spectrum, no power supply included, please choose between single, dual or quad power!",116.47,128.12,99.00,108.90,15.00,,https://daluawholesale.com.au/product/pixel-refugium/,https://daluawholesale.com.au/wp-content/uploads/2023/09/refugium-pixel.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.946234+00:00,ok
Pixel / Vitamini Scheduler,"A timer, dimmer and scheduler for your Pixel and Vitamini LED lights.",39.38,43.32,34.25,37.68,13.03,,https://daluawholesale.com.au/product/pixel-vitamini-scheduler/,https://daluawholesale.com.au/wp-content/uploads/2023/09/pixel-timer.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.946336+00:00,ok
Rodney Rainbow Fish Book,"Amazing illustrations and brilliant hardcopy design. A story, lesson and connection through fish. Australian author Steve Baines",19.70,21.67,16.55,18.21,15.99,,https://daluawholesale.com.au/product/rodney-rainbow-fish-book/,https://daluawholesale.com.au/wp-content/uploads/2023/08/rainbows-hires.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.946440+00:00,ok
CORAL ESSENTIALS CAL REACTOR #2 500ML,"Calcium reactor traces bottle 2 of 2 now available on a dosing pump, 500ml bottle",17.29,19.02,12.97,14.27,24.99,,https://daluawholesale.com.au/product/coral-essentials-cal-reactor-2-500ml/,https://daluawholesale.com.au/wp-content/uploads/2023/05/calcium-reactor-2-.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.946543+00:00,ok
CORAL ESSENTIALS CAL REACTOR #1 500ML,"Calcium reactor traces bottle 1 of 2 now available on a dosing pump, 500ml bottle",17.29,19.02,12.97,14.27,24.99,,https://daluawholesale.com.au/product/coral-essentials-cal-reactor-1-500ml/,https://daluawholesale.com.au/wp-content/uploads/2023/05/calcium-reactor-1.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.946662+00:00,ok
CORAL ESSENTIALS GRO READY 500ML,Now dose your vitamins for marine aquariums in a 500ml bottle,17.29,19.02,12.97,14.27,24.99,,https://daluawholesale.com.au/product/coral-essentials-gro-ready-500ml/,https://daluawholesale.com.au/wp-content/uploads/2023/05/gro-ready-.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.946776+00:00,ok
CORAL ESSENTIALS AMINO READY 500ML,Now dose your amino acids for marine aquariums in a 500ml bottle,17.29,19.02,12.97,14.27,24.99,,https://daluawholesale.com.au/product/coral-essentials-amino-ready-500ml/,https://daluawholesale.com.au/wp-content/uploads/2023/05/amino-ready-.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.946879+00:00,ok
Marco Rocks Powder,"Creating perfect aquascapes is now easy. No more crushing rocks, simply sprinkle on 2 joining rocks, use the Jag Aquatics Aquascaping Glue and watch the magic happen.",22.57,24.83,19.19,21.11,14.98,,https://daluawholesale.com.au/product/marco-rocks-powder/,https://daluawholesale.com.au/wp-content/uploads/2023/03/mr-powder.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.946991+00:00,ok
REAR MOUNT X4,X4 REAR MOUNTING ARM,113.58,124.94,94.65,104.12,16.67,,https://daluawholesale.com.au/product/rear-mount-x4/,https://daluawholesale.com.au/wp-content/uploads/2023/03/x4-rear-arm.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.947092+00:00,ok
Wet Moss & Frag Glue 20g,Perfect for underwater and wet use to attach moss and coral frags within the aquarium. Also great to fix broken structures underwater.,11.99,13.19,9.99,10.99,16.68,,https://daluawholesale.com.au/product/wet-moss-frag-glue-20g/,https://daluawholesale.com.au/wp-content/uploads/2024/03/wet-glue-item.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.947331+00:00,ok
RAIL ONLY .45cm,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,50.94,56.03,42.45,46.70,16.67,,https://daluawholesale.com.au/product/rail-only-45cm/,https://daluawholesale.com.au/wp-content/uploads/2023/01/rails.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.947448+00:00,ok
PIXEL REAR MOUNT,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,63.25,69.58,55.00,60.50,13.04,,https://daluawholesale.com.au/product/pixel-rear-mount/,https://daluawholesale.com.au/wp-content/uploads/2023/01/313980872_1321000825343644_3816405238366919463_n.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.947559+00:00,ok
RAIL ONLY 180CM,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,106.61,117.27,88.84,97.72,16.67,,https://daluawholesale.com.au/product/rail-only-180cm/,https://daluawholesale.com.au/wp-content/uploads/2023/01/rails.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.947689+00:00,ok
RAIL ONLY 150CM,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,94.61,104.07,78.84,86.72,16.67,,https://daluawholesale.com.au/product/rail-only-150cm/,https://daluawholesale.com.au/wp-content/uploads/2023/01/rails.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.947807+00:00,ok
RAIL ONLY 120CM,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,83.45,91.80,69.54,76.49,16.67,,https://daluawholesale.com.au/product/rail-only-120cm/,https://daluawholesale.com.au/wp-content/uploads/2023/01/rails.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.947913+00:00,ok
RAIL ONLY .90CM,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,77.34,85.07,64.45,70.90,16.67,,https://daluawholesale.com.au/product/rail-only-90cm/,https://daluawholesale.com.au/wp-content/uploads/2023/01/rails.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.948074+00:00,ok
RAIL ONLY .60CM,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,65.34,71.87,54.45,59.90,16.67,,https://daluawholesale.com.au/product/rail-only-60cm/,https://daluawholesale.com.au/wp-content/uploads/2023/01/rails.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.948233+00:00,ok
RAIL MOUNTS ONLY,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,69.07,75.98,57.56,63.32,16.66,,https://daluawholesale.com.au/product/rail-mounts-only/,https://daluawholesale.com.au/wp-content/uploads/2023/01/ipiccy_image-85.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.948357+00:00,ok
Hanging Kits X4,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,35.84,39.42,29.87,32.86,16.66,,https://daluawholesale.com.au/product/hanging-kits-x4/,https://daluawholesale.com.au/wp-content/uploads/2023/01/324346845_1216181735653113_9112947764971463166_n.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.948464+00:00,ok
CORAL ESSENTIALS CORAL FOOD 50G,"A concentrated blend of vitamins, proteins, aminos and all the good stuff in all Australian made powdered organic mix",39.29,43.22,29.47,32.42,24.99,,https://daluawholesale.com.au/product/coral-essentials-coral-food-50g/,https://daluawholesale.com.au/wp-content/uploads/2023/01/ce-foods.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.948571+00:00,ok
Bottom Feeder 15g by SASx`,A food for all the bottom inhabitants 15g pack,5.63,6.19,4.35,4.79,22.74,,https://daluawholesale.com.au/product/bottom-feeder-15g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/300203547_527960822665890_5414167399628789488_n.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.948764+00:00,ok
Bottom Feeder 25g by SAS,A food for all the bottom inhabitants 25g pack,8.25,9.08,6.37,7.01,22.79,,https://daluawholesale.com.au/product/bottom-feeder-25g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/300203547_527960822665890_5414167399628789488_n.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.948972+00:00,ok
