classification,match_score,dalua_title,dalua_cost_ex_gst,dalua_cost_plus_gst,dalua_markdown_ex_gst,dalua_markdown_plus_gst,dalua_product_url,dalua_image_url,shopify_title,shopify_product_url,shopify_retail_price,exclude_reason,review_note,qualification,qualification_reason,proposed_variant_family,variant_group_size
missing,0.605,WIO Heaven Sand 2kg,15.13,16.64,11.35,12.49,https://daluawholesale.com.au/product/wio-heaven-sand-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_0e96b9f0750946fbb5f84a5d087a3af6mv2.webp,WIO Titan Nano Rocks 2kg,https://nanotanksaustralia.com.au/products/wio-titan-nano-rocks-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio heaven sand,
missing,0.478,WIO Jade Bliss River Kit,159.97,175.97,119.98,131.98,https://daluawholesale.com.au/product/wio-nautilus-dark-river-kit/,https://daluawholesale.com.au/wp-content/uploads/2025/01/jade-bliss-river-kit.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio jade bliss river kit,1
missing,0.528,WIO Amber Dragon River Kit,159.97,175.97,119.98,131.98,https://daluawholesale.com.au/product/wio-amber-dragon-river-kit/,https://daluawholesale.com.au/wp-content/uploads/2025/01/amber-dragon-river-kit.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio amber dragon river kit,1
missing,0.508,WIO Black Allure River Kit,159.97,175.97,119.98,131.98,https://daluawholesale.com.au/product/wio-black-allure-river-kit/,https://daluawholesale.com.au/wp-content/uploads/2025/01/black-allure-river-kit.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio allure river kit,1
missing,0.476,WIO Red Dusk River Kit,159.97,175.97,119.98,131.98,https://daluawholesale.com.au/product/wio-red-dusk-river-kit/,https://daluawholesale.com.au/wp-content/uploads/2025/01/red-dusk-river-kit-1.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio dusk river kit,1
missing,0.453,WIO Golden Hour River Kit,159.97,175.97,119.98,131.98,https://daluawholesale.com.au/product/wio-golden-hour-river-kit/,https://daluawholesale.com.au/wp-content/uploads/2025/01/golden-hour-river-kit-1.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio golden hour river kit,1
missing,0.596,WIO Silver Shine Riverkit,159.97,175.97,119.98,131.98,https://daluawholesale.com.au/product/wio-sliver-shine-riverkit/,https://daluawholesale.com.au/wp-content/uploads/2025/01/silver-shine-river-kit.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio silver shine riverkit,1
missing,0.438,WIO Beck Riverkit,159.97,175.97,119.98,131.98,https://daluawholesale.com.au/product/wio-beck-riverkit/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_0b6c09f15d71484d9a6a320225426307mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio beck riverkit,1
missing,0.500,Haunted Wood XXX-Large per piece,198.43,218.27,152.64,167.90,https://daluawholesale.com.au/product/haunted-wood-xxx-large-per-piece-2/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-31.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,haunted wood xxx per piece,1
missing,0.507,Haunted Wood XX-Large per piece,108.03,118.83,83.10,91.41,https://daluawholesale.com.au/product/haunted-wood-xx-large-per-piece-2/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-31.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,haunted wood xx per piece,1
missing,0.456,Gold Forest Wood XXX-Large per piece,198.43,218.27,152.64,167.90,https://daluawholesale.com.au/product/gold-forest-wood-xxx-large-per-piece-2/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-52.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,gold forest wood xxx per piece,1
missing,0.462,Gold Forest Wood XX-Large per piece,108.03,118.83,83.10,91.41,https://daluawholesale.com.au/product/gold-forest-wood-xx-large-per-piece-2/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-52.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,gold forest wood xx per piece,1
missing,0.500,Tiger Forest Wood XXX-Large per piece,198.43,218.27,152.64,167.90,https://daluawholesale.com.au/product/tiger-forest-wood-xxx-large-per-piece-2/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-47.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,tiger forest wood xxx per piece,1
missing,0.506,Tiger Forest Wood XX-Large per piece,108.03,118.83,83.10,91.41,https://daluawholesale.com.au/product/tiger-forest-wood-xx-large-per-piece-2/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-47.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,tiger forest wood xx per piece,1
missing,0.472,Dragonwood XX-Large per piece,73.65,81.02,56.65,62.32,https://daluawholesale.com.au/product/dragonwood-xxl-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,dragonwood xx per piece,1
missing,0.604,Snake Stone per kg,3.91,4.30,3.13,3.44,https://daluawholesale.com.au/product/snake-stone-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/snake-stone-.png,CLEARANCE: Ancient Stone Sold per kg,https://nanotanksaustralia.com.au/products/ancient-stone-per-kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,snake stone per kg,
missing,0.552,Triple Dosing Line Holder Only,22.76,25.04,18.97,20.87,https://daluawholesale.com.au/product/triple-dosing-line-holder-only/,https://daluawholesale.com.au/wp-content/uploads/2024/10/tri-doser-hold-side.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,triple dosing line holder only,1
missing,0.469,"2m Dosing Line Triple Pack BLACK ,YELLOW, ORANGE",19.87,21.86,16.35,17.99,https://daluawholesale.com.au/product/2m-dosing-line-triple-pack-black-yellow-orange/,https://daluawholesale.com.au/wp-content/uploads/2024/10/cve-dosing-line-.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,2m dosing line triple pack orange,1
missing,0.462,"2m Dosing Line Triple Pack RED, BLUE, WHITE",19.87,21.86,16.35,17.99,https://daluawholesale.com.au/product/2m-dosing-line-triple-pack-red-blue-white/,https://daluawholesale.com.au/wp-content/uploads/2024/10/ce-dosing-line-.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,2m dosing line triple pack,1
missing,0.500,Quintuple Dosing Line Holder Only,23.96,26.36,19.97,21.97,https://daluawholesale.com.au/product/quintuple-dosing-line-holder-no-dosing-line/,https://daluawholesale.com.au/wp-content/uploads/2024/10/5-doser-hold-blue-top.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,quintuple dosing line holder only,1
missing,0.412,Triple Dosing Line Holder+Coloured Line BLACK YELLOW ORANGE,29.97,32.97,26.54,29.19,https://daluawholesale.com.au/product/triple-dosing-line-holder-black-yellow-orange/,https://daluawholesale.com.au/wp-content/uploads/2024/10/tri-dose-cve-holder-top.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,triple dosing line holder coloured line orange,1
missing,0.435,"Triple Dosing Line Holder+Coloured Line RED, BLUE, WHITE",29.97,32.97,26.54,29.19,https://daluawholesale.com.au/product/triple-dosing-line-holder/,https://daluawholesale.com.au/wp-content/uploads/2024/10/tri-dose-holder.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,triple dosing line holder coloured line,1
missing,0.583,Spring Scissors 15cm,33.76,37.14,25.97,28.57,https://daluawholesale.com.au/product/spring-scissors-15cm/,https://daluawholesale.com.au/wp-content/uploads/2024/04/spring-scissor.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,spring scissors,1
missing,0.566,Double Curved Scissors 25cm,20.42,22.46,15.71,17.28,https://daluawholesale.com.au/product/double-curved-scissors-25cm/,https://daluawholesale.com.au/wp-content/uploads/2024/04/double-curved-scissor.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,double curved scissors,1
missing,0.552,Curved Scissors 25cm,16.08,17.69,12.37,13.61,https://daluawholesale.com.au/product/curved-scissors-25cm/,https://daluawholesale.com.au/wp-content/uploads/2024/04/curved-scissor.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,curved scissors,1
missing,0.600,Straight Scissors 25cm,16.08,17.69,12.37,13.61,https://daluawholesale.com.au/product/tweezers-curved-25cm-copy/,https://daluawholesale.com.au/wp-content/uploads/2024/04/straight-scissor-.png,Plant Scissors Straight 26cm,https://nanotanksaustralia.com.au/products/plant-scissors-straight-26cm,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,straight scissors,
missing,0.597,Stainless Steel Quick Release Airline,8.22,9.04,6.32,6.95,https://daluawholesale.com.au/product/stainless-steel-quick-release-airline/,https://daluawholesale.com.au/wp-content/uploads/2024/04/stainless-steel-quick-release-1-1.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,stainless steel quick release airline,1
missing,0.500,Plastic Quick Release Airline,5.27,5.80,4.05,4.46,https://daluawholesale.com.au/product/plastic-quick-release-airline/,https://daluawholesale.com.au/wp-content/uploads/2024/04/acrylic-quick-release-1-1.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,plastic quick release airline,1
missing,0.650,CO2 Regulator,129.90,142.89,99.92,109.91,https://daluawholesale.com.au/product/co2-regulator-two-way-splitter-copy/,https://daluawholesale.com.au/wp-content/uploads/2024/04/co2-full.png,Dalua CO2 Regulator with Solenoid,https://nanotanksaustralia.com.au/products/dalua-co2-regulator,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,co2 regulator,
missing,0.531,Micro Tank 1.2L Marine (Black),282.00,310.20,235.00,258.50,https://daluawholesale.com.au/product/micro-tank-1-2l-marine-black/,https://daluawholesale.com.au/wp-content/uploads/2024/03/micro-black.png,,,,,,marine_review,marine/reef range — strategic review,micro tank marine,
missing,0.723,Stainless Steel Lily Pipe Full Set 12/16mm,53.04,58.34,40.80,44.88,https://daluawholesale.com.au/product/stainless-steel-lily-pipe-full-set-12-16mm/,https://daluawholesale.com.au/wp-content/uploads/2024/04/stainless-full-set-.png,Dalua Glass Skimmer Lily Pipe Inlet Set 12/16mm,https://nanotanksaustralia.com.au/products/dalua-glass-skimmer-lily-pipe-inlet-set-12-16mm,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,stainless steel lily pipe full set 12,
missing,0.723,Stainless Steel Lily Pipe Full Set 16/22mm,61.32,67.45,47.17,51.89,https://daluawholesale.com.au/product/stainless-steel-lily-pipe-full-set-16-22mm/,https://daluawholesale.com.au/wp-content/uploads/2024/04/stainless-full-set-.png,Dalua Glass Skimmer Lily Pipe Inlet Set 16/22mm,https://nanotanksaustralia.com.au/products/dalua-glass-skimmer-lily-pipe-inlet-set-16-22mm,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,stainless steel lily pipe full set 16,
missing,0.769,Stainless Steel Skimmer Lily Pipe Full Set 16/22mm,79.52,87.47,59.64,65.60,https://daluawholesale.com.au/product/stainless-steel-skimmer-lily-pipe-full-set-16-22mm/,https://daluawholesale.com.au/wp-content/uploads/2024/04/stainless-skimmer-full-set-.png,Dalua Glass Skimmer Lily Pipe Inlet Set 16/22mm,https://nanotanksaustralia.com.au/products/dalua-glass-skimmer-lily-pipe-inlet-set-16-22mm,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,stainless steel skimmer lily pipe full set 16,
missing,0.769,Stainless Steel Skimmer Lily Pipe Full Set 12/16mm,76.21,83.83,57.16,62.88,https://daluawholesale.com.au/product/stainless-steel-skimmer-lily-pipe-full-set-12-16mm/,https://daluawholesale.com.au/wp-content/uploads/2024/04/stainless-skimmer-full-set-.png,Dalua Glass Skimmer Lily Pipe Inlet Set 12/16mm,https://nanotanksaustralia.com.au/products/dalua-glass-skimmer-lily-pipe-inlet-set-12-16mm,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,stainless steel skimmer lily pipe full set 12,
missing,0.514,Travel Tank All In One 16L (Black),319.50,351.45,299.00,328.90,https://daluawholesale.com.au/product/travel-tank-all-in-one-15l-black/,https://daluawholesale.com.au/wp-content/uploads/2024/03/thumbnail-lagoon.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,travel tank all in one,1
missing,0.480,Micro Peninsula 4L (Black),282.00,310.20,235.00,258.50,https://daluawholesale.com.au/product/micro-tank-all-in-one-1-2l-black/,https://daluawholesale.com.au/wp-content/uploads/2024/03/small-in-one.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,micro peninsula,1
missing,0.526,Micro Tank 1.2L Freshwater (Black),282.00,310.20,235.00,258.50,https://daluawholesale.com.au/product/micro-tank-1-2l-freshwater-black/,https://daluawholesale.com.au/wp-content/uploads/2024/03/micro-black.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,micro tank freshwater,1
missing,0.531,Micro Tank 1.2L Marine (White),282.00,310.20,235.00,258.50,https://daluawholesale.com.au/product/micro-tank-1-2l-marine-white/,https://daluawholesale.com.au/wp-content/uploads/2024/03/micro-white-1.png,,,,,,marine_review,marine/reef range — strategic review,micro tank marine,
missing,0.520,Quick Release (16/22mm),23.56,25.92,18.12,19.93,https://daluawholesale.com.au/product/quick-release-16-22mm/,https://daluawholesale.com.au/wp-content/uploads/2024/03/quick-release-1.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,quick release,2
missing,0.520,Quick Release (12/16mm),23.56,25.92,18.12,19.93,https://daluawholesale.com.au/product/quick-release-12-16mm/,https://daluawholesale.com.au/wp-content/uploads/2024/03/quick-release-1.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,quick release,2
missing,0.538,Rotatable Brush,17.06,18.77,13.12,14.43,https://daluawholesale.com.au/product/rotatable-brush/,https://daluawholesale.com.au/wp-content/uploads/2024/03/brush-complete.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,rotatable brush,1
missing,0.655,VCA TWEEZERS ORANGE XL 45cm,49.35,54.29,39.48,43.43,https://daluawholesale.com.au/product/vca-aquarium-tweezers-sunset-orange-xxl-18/,https://daluawholesale.com.au/wp-content/uploads/2022/01/tweezers-orange.jpg,Dalua Tweezers Straight 25cm,https://nanotanksaustralia.com.au/products/dalua-tweezers-straight-25cm,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,vca tweezers orange,
missing,0.604,VCA TWEEZERS YELLOW XL 45cm,49.35,54.29,39.48,43.43,https://daluawholesale.com.au/product/vca-aquarium-tweezers-uv-yellow-xxl-18/,https://daluawholesale.com.au/wp-content/uploads/2022/01/tweezers-yellow.jpg,Dalua Tweezers Curved 25cm,https://nanotanksaustralia.com.au/products/dalua-tweezers-curved-25cm,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,vca tweezers,
missing,0.532,"Great White Return Pump  1,500 lph",113.85,125.24,99.00,108.90,https://daluawholesale.com.au/product/great-white-return-pump-1500-lph/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwpump1_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,great return pump 1 500 lph,1
missing,0.529,PARTY PALLET NATURAL PRODUCTS,2230.00,2453.00,1759.67,1935.64,https://daluawholesale.com.au/product/party-pallet-natural-products/,https://daluawholesale.com.au/wp-content/uploads/2024/01/palletization-for-export-goods-services-500x500-1.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,party pallet natural products,1
missing,0.489,Coralwood X-Large piece,27.92,30.71,22.33,24.56,https://daluawholesale.com.au/product/coralwood-x-large-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-56.png,,,,,,marine_review,marine/reef range — strategic review,coralwood piece,
missing,0.512,Coralwood Large piece,16.44,18.08,13.15,14.47,https://daluawholesale.com.au/product/coralwood-large-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-56.png,,,,,,marine_review,marine/reef range — strategic review,coralwood piece,
missing,0.533,Coralwood Medium piece,11.36,12.50,9.09,10.00,https://daluawholesale.com.au/product/coralwood-medium-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-56.png,,,,,,marine_review,marine/reef range — strategic review,coralwood piece,
missing,0.512,Coralwood Small piece,9.83,10.81,7.87,8.66,https://daluawholesale.com.au/product/coralwood-small-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-56.png,,,,,,marine_review,marine/reef range — strategic review,coralwood piece,
missing,0.548,Dragonwood Small piece,6.36,7.00,5.09,5.60,https://daluawholesale.com.au/product/dragonwood-small-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,dragonwood piece,1
missing,0.486,Dragonwood Medium per piece,8.48,9.33,6.79,7.47,https://daluawholesale.com.au/product/dragonwood-medium-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,dragonwood per piece,3
missing,0.493,Dragonwood Large per piece,14.90,16.39,11.92,13.11,https://daluawholesale.com.au/product/dragonwood-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,dragonwood per piece,3
missing,0.479,Dragonwood X-Large per piece,31.12,34.23,23.94,26.33,https://daluawholesale.com.au/product/dragonwood-x-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,dragonwood per piece,3
missing,0.513,Tiger Forest Wood X-Large per piece,51.50,56.65,39.64,43.60,https://daluawholesale.com.au/product/tiger-forest-x-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-47.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,tiger forest wood per piece,5
missing,0.526,Tiger Forest Wood Large per piece,25.30,27.83,19.46,21.41,https://daluawholesale.com.au/product/tiger-forest-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-47.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,tiger forest wood per piece,5
missing,0.519,Tiger Forest Wood Medium per piece,12.96,14.26,9.97,10.97,https://daluawholesale.com.au/product/tiger-forest-medium-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-47.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,tiger forest wood per piece,5
missing,0.526,Tiger Forest Wood Small per piece,6.73,7.40,5.38,5.92,https://daluawholesale.com.au/product/tiger-forest-small-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-47.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,tiger forest wood per piece,5
missing,0.513,Tiger Forest Wood X-Small per piece,4.31,4.74,3.45,3.80,https://daluawholesale.com.au/product/tiger-forest-x-small-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-47.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,tiger forest wood per piece,5
missing,0.483,Gold Forest Wood X-Small per piece,4.31,4.74,3.45,3.80,https://daluawholesale.com.au/product/gold-forest-x-small-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-52.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,gold forest wood per piece,5
missing,0.500,Gold Forest Wood Small per piece,6.73,7.40,5.38,5.92,https://daluawholesale.com.au/product/gold-forest-small-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-52.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,gold forest wood per piece,5
missing,0.481,Gold Forest Wood Medium per piece,12.96,14.26,9.97,10.97,https://daluawholesale.com.au/product/gold-forest-medium-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-52.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,gold forest wood per piece,5
missing,0.480,Gold Forest Wood Large per piece,25.30,27.83,19.46,21.41,https://daluawholesale.com.au/product/gold-forest-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-52.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,gold forest wood per piece,5
missing,0.468,Gold Forest Wood X-Large per piece,51.53,56.68,39.64,43.60,https://daluawholesale.com.au/product/gold-forest-x-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-52.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,gold forest wood per piece,5
missing,0.515,Haunted Wood X-Large per piece,51.53,56.68,39.64,43.60,https://daluawholesale.com.au/product/haunted-wood-x-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-31.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,haunted wood per piece,5
missing,0.531,Haunted Wood Large per piece,25.36,27.90,19.46,21.41,https://daluawholesale.com.au/product/haunted-wood-large-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-31.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,haunted wood per piece,5
missing,0.523,Haunted Wood Medium per piece,12.96,14.26,9.97,10.97,https://daluawholesale.com.au/product/haunted-wood-medium-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-31.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,haunted wood per piece,5
missing,0.562,Haunted Wood Small per piece,6.73,7.40,5.38,5.92,https://daluawholesale.com.au/product/haunted-wood-x-small-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-31.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,haunted wood per piece,5
missing,0.545,Haunted Wood X-Small per piece,4.31,4.74,3.45,3.80,https://daluawholesale.com.au/product/haunted-wood-small-per-piece/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-31.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,haunted wood per piece,5
missing,0.629,Jurassic Rock per kg,4.07,4.48,3.13,3.44,https://daluawholesale.com.au/product/jurassic-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-28.png,Soseki Rock 1kg,https://nanotanksaustralia.com.au/products/soseki-rock-1kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,jurassic rock per kg,
missing,0.553,Mordor Rock per kg,4.07,4.48,3.13,3.44,https://daluawholesale.com.au/product/mordor-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/mordor-stone-.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,mordor rock per kg,1
missing,0.556,Galaxy Stone per kg,4.07,4.48,3.13,3.44,https://daluawholesale.com.au/product/galaxy-stone-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-27.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,galaxy stone per kg,1
missing,0.739,Holey Rock per kg,4.07,4.48,3.13,3.44,https://daluawholesale.com.au/product/holey-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-25.png,Texas Holey Rock PRICE PER kg,https://nanotanksaustralia.com.au/products/texas-holey-rock-price-per-kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,holey rock per kg,
missing,0.627,Lava Rock per kg,2.82,3.10,2.17,2.39,https://daluawholesale.com.au/product/lava-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/lava-stone-.png,High Quality Black Lava Rock per kg,https://nanotanksaustralia.com.au/products/black-lava-stone-sold-per-kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,lava rock per kg,
missing,0.566,Lizard Rock per kg,4.07,4.48,3.13,3.44,https://daluawholesale.com.au/product/lizard-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-24.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,lizard rock per kg,1
missing,0.581,Moon Rock per kg,4.07,4.48,3.13,3.44,https://daluawholesale.com.au/product/moon-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2024/01/Untitled-design-26.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,moon rock per kg,1
missing,0.478,PIXEL NANO MOUNT,40.29,44.32,34.25,37.68,https://daluawholesale.com.au/product/pixel-nano-mount/,https://daluawholesale.com.au/wp-content/uploads/2023/09/pixel-nano-arm.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,pixel nano mount,1
missing,0.438,Pixel Refugium,116.47,128.12,99.00,108.90,https://daluawholesale.com.au/product/pixel-refugium/,https://daluawholesale.com.au/wp-content/uploads/2023/09/refugium-pixel.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,pixel refugium,1
missing,0.536,Pixel / Vitamini Scheduler,39.38,43.32,34.25,37.68,https://daluawholesale.com.au/product/pixel-vitamini-scheduler/,https://daluawholesale.com.au/wp-content/uploads/2023/09/pixel-timer.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,pixel vitamini scheduler,1
missing,0.622,Rodney Rainbow Fish Book,19.70,21.67,16.55,18.21,https://daluawholesale.com.au/product/rodney-rainbow-fish-book/,https://daluawholesale.com.au/wp-content/uploads/2023/08/rainbows-hires.jpg,Boesemani Rainbowfish,https://nanotanksaustralia.com.au/products/boesemani-rainbowfish,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,rodney rainbow fish book,
missing,0.515,CORAL ESSENTIALS CAL REACTOR #2 500ML,17.29,19.02,12.97,14.27,https://daluawholesale.com.au/product/coral-essentials-cal-reactor-2-500ml/,https://daluawholesale.com.au/wp-content/uploads/2023/05/calcium-reactor-2-.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials cal reactor 2,
missing,0.517,CORAL ESSENTIALS CAL REACTOR #1 500ML,17.29,19.02,12.97,14.27,https://daluawholesale.com.au/product/coral-essentials-cal-reactor-1-500ml/,https://daluawholesale.com.au/wp-content/uploads/2023/05/calcium-reactor-1.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials cal reactor 1,
missing,0.491,CORAL ESSENTIALS GRO READY 500ML,17.29,19.02,12.97,14.27,https://daluawholesale.com.au/product/coral-essentials-gro-ready-500ml/,https://daluawholesale.com.au/wp-content/uploads/2023/05/gro-ready-.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials gro ready,
missing,0.509,CORAL ESSENTIALS AMINO READY 500ML,17.29,19.02,12.97,14.27,https://daluawholesale.com.au/product/coral-essentials-amino-ready-500ml/,https://daluawholesale.com.au/wp-content/uploads/2023/05/amino-ready-.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials amino ready,
